"","CVE_AGEB","ENT","NOM_ENT","MUN","NOM_MUN","LOC","NOM_LOC","AGEB","POB_TOTAL","P6A14NAE","SBASC","PSDSS","OVSDE","OVSEE","OVSAE","OVPT","OVSREF","OVSINT","OVSCEL","OVHAC","IM_2020","GM_2020","IMN_2020","IMNSon_2020","GMSon_2020"
"634","2602600010590","26","Sonora","026","Etchojoa","0001","Etchojoa","0590",130,0,14.5833333333333,12.4031007751938,0,2.30769230769231,0,0,20.7692307692308,97.6923076923077,10.7692307692308,53.0769230769231,120.59935439144,"Medio",0.942076937203964,0.87067298833256,"Medio"
"635","2602600010603","26","Sonora","026","Etchojoa","0001","Etchojoa","0603",1090,4.61538461538462,14.6529562982005,10.4587155963303,0.275229357798165,1.46788990825688,0,5.04587155963303,15.045871559633,66.4220183486239,8.25688073394496,51.4678899082569,120.547469291139,"Medio",0.941671630254985,0.869737890568655,"Medio"
"636","2602600010618","26","Sonora","026","Etchojoa","0001","Etchojoa","0618",176,0,17.4603174603175,6.81818181818182,0,0,0,0.568181818181818,3.40909090909091,75,3.97727272727273,32.3863636363636,123.885286919574,"Muy bajo",0.967745410037711,0.929893615093912,"Bajo"
"637","2602600010707","26","Sonora","026","Etchojoa","0001","Etchojoa","0707",297,9.67741935483871,32.1951219512195,15.1515151515152,0,0,1.34680134680135,5.72390572390572,36.026936026936,98.6531986531986,20.8754208754209,70.03367003367,115.489283991821,"Alto",0.90215898328736,0.778576887980823,"Alto"
"638","2602600010800","26","Sonora","026","Etchojoa","0001","Etchojoa","0800",371,12.2222222222222,20.5240174672489,11.5902964959569,6.73854447439353,24.7978436657682,15.0943396226415,69.811320754717,65.4986522911051,99.1913746630728,36.1185983827493,75.7412398921833,95.6619407245029,"Muy alto",0.747275212039807,0.421239150443702,"Muy alto"
"639","2602600080073","26","Sonora","026","Etchojoa","0008","Bacame Nuevo","0073",2003,7.16723549488055,27.0305393112411,14.0788816774838,2.89565651522716,0.698951572641038,0.998502246630055,1.34797803295057,10.1347978032951,59.6105841238143,9.88517224163754,34.5481777333999,119.550464436626,"Medio",0.933883402163239,0.851769398561335,"Medio"
"640","2602600080302","26","Sonora","026","Etchojoa","0008","Bacame Nuevo","0302",1071,7.34463276836158,32.1926489226869,13.8317757009346,2.7077497665733,2.05415499533147,2.05415499533147,4.29505135387488,9.15032679738562,82.5396825396825,13.2586367880486,43.6041083099907,117.669145803275,"Alto",0.919187246408876,0.817863386295123,"Alto"
"641","2602600080497","26","Sonora","026","Etchojoa","0008","Bacame Nuevo","0497",132,0,35.3535353535354,14.3939393939394,4.54545454545455,10.6060606060606,4.54545454545455,11.3636363636364,18.1818181818182,90.6976744186046,15.9090909090909,37.8787878787879,113.889730621734,"Muy alto",0.889663872120397,0.749748982263424,"Alto"
"642","2602600110270","26","Sonora","026","Etchojoa","0011","Bacobampo","0270",1017,3.07692307692308,21.4285714285714,20.15732546706,0.0987166831194472,0.394866732477789,0.197433366238894,1.18460019743337,5.03455083909181,42.3494570582428,8.09476801579467,16.0908193484699,122.364625874623,"Bajo",0.955866576133652,0.902487544091989,"Bajo"
"643","2602600110285","26","Sonora","026","Etchojoa","0011","Bacobampo","0285",1884,4.8780487804878,27.0418668496912,13.0642591609134,0.584795321637427,0.531632110579479,0.26581605528974,3.61509835194046,8.8782562466773,54.8112706007443,9.40988835725678,35.6193514088251,120.711836093007,"Medio",0.942955602081057,0.872700186642005,"Medio"
"644","2602600110444","26","Sonora","026","Etchojoa","0011","Bacobampo","0444",426,1.53846153846154,32.7327327327327,16.7058823529412,0.234741784037559,0.469483568075117,2.11267605633803,0.704225352112676,6.33802816901408,76.9953051643192,19.2488262910798,35.2112676056338,120.089386989322,"Medio",0.938093263073329,0.861482115141249,"Medio"
"645","2602600110459","26","Sonora","026","Etchojoa","0011","Bacobampo","0459",429,11.1111111111111,36.4485981308411,12.8205128205128,0.932400932400932,0.233100233100233,0,7.22610722610723,17.9487179487179,59.2074592074592,23.3100233100233,55.7109557109557,116.478693575759,"Alto",0.909887879973252,0.796408494437384,"Alto"
"646","2602600110552","26","Sonora","026","Etchojoa","0011","Bacobampo","0552",2094,5.14469453376206,25.2651278852152,14.0878701050621,0.382409177820268,0.860420650095602,0.191204588910134,2.10325047801147,9.46462715105163,55.736137667304,6.50095602294455,32.3613766730402,121.074471129319,"Medio",0.945788371012994,0.879235766405785,"Medio"
"647","2602600110567","26","Sonora","026","Etchojoa","0011","Bacobampo","0567",1372,5.82010582010582,22.3551057957682,14.9416909620991,0.510204081632653,0.43731778425656,0,2.62390670553936,5.02915451895044,48.6151603498542,11.1516034985423,29.0087463556851,121.244087308915,"Bajo",0.947113349009602,0.882292669241902,"Medio"
"648","2602600110571","26","Sonora","026","Etchojoa","0011","Bacobampo","0571",923,3.8961038961039,17.7978883861237,13.6511375947996,0.650054171180932,4.98374864572048,2.92524377031419,8.01733477789816,11.9176598049837,64.0608034744842,8.66738894907909,33.1527627302275,119.169232167036,"Medio",0.930905358618058,0.844898650682774,"Medio"
"649","2602600120162","26","Sonora","026","Etchojoa","0012","Basconcobe","0162",2697,4.45103857566766,25.0649905835866,15.0908416759362,1.78239881173413,1.44819903453398,0.816932788711474,4.12179725213517,11.0657259561827,59.6360935759376,9.0605272929818,36.1307092461938,119.863623049423,"Medio",0.936329679826098,0.857413290870982,"Medio"
"650","2602600120726","26","Sonora","026","Etchojoa","0012","Basconcobe","0726",117,0,15.2941176470588,11.1111111111111,0,0,0,7.69230769230769,7.69230769230769,64.1025641025641,4.27350427350427,42.7350427350427,122.576654667981,"Bajo",0.957522865566156,0.906308827069227,"Bajo"
"651","2602600190463","26","Sonora","026","Etchojoa","0019","Buaysiacobe","0463",1416,5.39419087136929,29.8086606243706,13.7005649717514,0.0707213578500707,2.33380480905233,0.141442715700141,8.27439886845827,30.3394625176803,81.7538896746818,22.4186704384724,59.8302687411598,116.297369062949,"Alto",0.90847144086767,0.793140578494538,"Alto"
"652","260260019050A","26","Sonora","026","Etchojoa","0019","Buaysiacobe","050A",1703,1.52905198776758,29.6316647342508,5.63711098062243,0.604960677555959,2.05686630369026,0.302480338777979,11.3127646702964,30.7320024198427,82.6981246218996,17.4228675136116,52.0266182698125,117.799953603562,"Alto",0.920209067897714,0.820220866204387,"Alto"
"653","2602600190514","26","Sonora","026","Etchojoa","0019","Buaysiacobe","0514",1080,7.77777777777778,29.5073812580231,21.7794253938832,0,3.42592592592593,1.75925925925926,13.5185185185185,36.8518518518519,84.4444444444444,29.9074074074074,62.8703703703704,113.278048925681,"Muy alto",0.884885644063795,0.738724966064504,"Alto"
"654","2602600190529","26","Sonora","026","Etchojoa","0019","Buaysiacobe","0529",382,5.88235294117647,27.7153558052434,15.9685863874346,0,2.35602094240838,0,14.3979057591623,40.8376963350785,84.5549738219895,21.9895287958115,64.3979057591623,114.882683805164,"Muy alto",0.897420450076826,0.76764445314237,"Alto"
"655","2602600190711","26","Sonora","026","Etchojoa","0019","Buaysiacobe","0711",111,0,12.8571428571429,48.6486486486487,0,0,41.4414414414414,21.6216216216216,46.8468468468468,74.7747747747748,29.7297297297297,56.7567567567568,110.88293187769,"Muy alto",0.866175887745425,0.695559036291329,"Alto"
"656","2602600670694","26","Sonora","026","Etchojoa","0067","Sahuaral","0694",2810,3.30396475770925,26.4196342637151,15.8007117437722,1.45907473309609,1.38790035587189,1.13879003558719,4.48398576512456,24.3060498220641,91.0320284697509,19.1459074733096,48.9679715302491,117.738364781623,"Alto",0.919727959113746,0.819110883389617,"Alto"
"657","2602700010371","26","Sonora","027","Fronteras","0001","Fronteras","0371",806,3.59712230215827,34.6733668341709,30.7213930348259,0.992555831265509,0.248138957816377,0,2.10918114143921,3.59801488833747,69.3548387096774,4.59057071960298,13.151364764268,120.406035499207,"Medio",0.94056680250368,0.867188904023212,"Medio"
"658","2602700450615","26","Sonora","027","Fronteras","0045","Esqueda","0615",1496,4.36241610738255,21.3725490196078,20.18779342723,0.468540829986613,0.200803212851406,0,1.41034251175285,3.4805890227577,50.4016064257028,1.74029451137885,22.1552878179384,122.345019341933,"Bajo",0.95571341725184,0.902134185906884,"Bajo"
"659","260270045062A","26","Sonora","027","Fronteras","0045","Esqueda","062A",1384,5.11627906976744,25.0723240115718,20.6647398843931,0.939306358381503,0.0722543352601156,0.289017341040462,1.22832369942197,2.16763005780347,53.3959537572254,4.76878612716763,21.1705202312139,121.677277464473,"Bajo",0.950497268078117,0.890099826662009,"Medio"
"660","2602700450634","26","Sonora","027","Fronteras","0045","Esqueda","0634",1048,1.25,9.31174089068826,8.49236641221374,0,0,0,0.0954198473282443,0.381679389312977,18.4160305343511,2.09923664122137,12.7862595419847,125.737648932319,"Muy bajo",0.982215367529319,0.963277757477983,"Muy bajo"
"661","2602700450649","26","Sonora","027","Fronteras","0045","Esqueda","0649",1447,0.325732899022801,20.6837475848253,12.448132780083,0.622406639004149,0.276625172890733,0.0691562932226833,1.03734439834025,1.6597510373444,30.567081604426,2.9045643153527,18.6721991701245,124.032437144602,"Muy bajo",0.968894892420949,0.932545625894383,"Bajo"
"662","2602700450653","26","Sonora","027","Fronteras","0045","Esqueda","0653",133,3.84615384615385,11.4942528735632,18.1818181818182,2.25563909774436,0,0,6.76691729323308,4.51127819548872,52.6315789473684,1.50375939849624,30.8270676691729,121.940633030909,"Bajo",0.952554503016692,0.894846144966447,"Bajo"
"663","2602700450672","26","Sonora","027","Fronteras","0045","Esqueda","0672",220,0,15.8273381294964,20.5479452054795,0.454545454545455,2.27272727272727,0.909090909090909,0.909090909090909,2.27272727272727,58.1818181818182,0,20,122.929067404192,"Bajo",0.960275781722604,0.912660175716349,"Bajo"
"664","2602700450691","26","Sonora","027","Fronteras","0045","Esqueda","0691",697,1.6304347826087,5.66893424036281,5.73888091822095,0,0,0,0,1.43472022955524,13.1994261119082,0.860832137733142,2.29555236728838,126.539917028257,"Muy bajo",0.988482385080545,0.977736611719602,"Muy bajo"
"665","2602700450704","26","Sonora","027","Fronteras","0045","Esqueda","0704",163,0,14.1592920353982,23.3128834355828,0,0,0,0,0,34.9693251533742,3.06748466257669,21.4723926380368,124.02838987918,"Muy bajo",0.968863276701013,0.932472684166911,"Bajo"
"666","2602700450738","26","Sonora","027","Fronteras","0045","Esqueda","0738",60,0,23.0769230769231,26.6666666666667,0,11.6666666666667,0,0,11.6666666666667,66.6666666666667,10,31.6666666666667,117.47288367688,"Alto",0.917654120266904,0.814326257630699,"Alto"
"667","2602700450757","26","Sonora","027","Fronteras","0045","Esqueda","0757",84,0,17.3076923076923,21.6867469879518,1.19047619047619,5.95238095238095,0,5.95238095238095,5.95238095238095,66.6666666666667,1.19047619047619,40.4761904761905,119.874853510911,"Medio",0.936417407980325,0.857615691547942,"Medio"
"668","2602700450776","26","Sonora","027","Fronteras","0045","Esqueda","0776",107,6.45161290322581,31.6666666666667,14.018691588785,0,27.1028037383178,27.1028037383178,14.018691588785,30.8411214953271,45.7943925233645,0,26.1682242990654,108.230635944492,"Muy alto",0.845457146406262,0.647758107277803,"Muy alto"
"669","2602800010044","26","Sonora","028","Granados","0001","Granados","0044",745,10.989010989011,39.413680781759,15.1677852348993,0,0,0,0,0,81.744966442953,4.83221476510067,4.83221476510067,120.753440721602,"Medio",0.94328060183979,0.873450004893133,"Medio"
"670","2602800010097","26","Sonora","028","Granados","0001","Granados","0097",131,3.57142857142857,37.6344086021505,5.46875,0,0,0,0,0,82.4427480916031,6.10687022900763,16.030534351145,122.493346379033,"Bajo",0.956872092449731,0.904807405769893,"Bajo"
"671","2602900010997","26","Sonora","029","Guaymas","0001","Heroica Guaymas","0997",1187,1.66666666666667,21.1462450592885,12.0471777590564,0,0.344234079173838,0,0.430292598967298,0.774526678141136,32.2719449225473,6.97074010327022,16.1790017211704,123.814646037661,"Muy bajo",0.967193589955337,0.928620491782327,"Bajo"
"672","2602900011001","26","Sonora","029","Guaymas","0001","Heroica Guaymas","1001",938,5.71428571428571,20.1474201474201,18.8699360341151,0,0.21505376344086,0.32258064516129,0.32258064516129,1.0752688172043,26.0495156081808,5.80645161290323,16.3440860215054,122.81331852347,"Bajo",0.959371594866996,0.910574094762285,"Bajo"
"673","2602900011016","26","Sonora","029","Guaymas","0001","Heroica Guaymas","1016",1058,6.42201834862385,19.391206313416,15.3263954588458,0.0946073793755913,0.75685903500473,0.0946073793755913,0.473036896877956,3.40586565752129,28.030303030303,9.19431279620853,19.1106906338694,122.312901512673,"Bajo",0.955462524812387,0.901555343230503,"Bajo"
"674","2602900011020","26","Sonora","029","Guaymas","0001","Heroica Guaymas","1020",930,17.3913043478261,20.3457446808511,10.4413347685684,0,0.108459869848156,0,0,2.06073752711497,30.58568329718,6.72451193058568,28.4164859002169,120.861876622063,"Medio",0.944127662435638,0.875404287865698,"Medio"
"675","2602900011035","26","Sonora","029","Guaymas","0001","Heroica Guaymas","1035",891,11.340206185567,21.5817694369973,13.8047138047138,0,0.897867564534231,0,1.34680134680135,2.91806958473625,28.6195286195286,7.07070707070707,21.0998877665544,121.405090761181,"Bajo",0.948371047609693,0.885194349441449,"Medio"
"676","2602900011069","26","Sonora","029","Guaymas","0001","Heroica Guaymas","1069",2145,3.28467153284672,31.2573443008226,16.5810368986455,0.18700327255727,0.888265544647031,0.327255726975222,0.748013090229079,4.34782608695652,35.1566152407667,9.35016362786349,21.1781206171108,121.673002656548,"Bajo",0.950463874881465,0.890022784056163,"Medio"
"677","2602900011073","26","Sonora","029","Guaymas","0001","Heroica Guaymas","1073",1479,1.82926829268293,20.7654723127036,9.66869506423259,0.203389830508475,0.0677966101694915,0.406779661016949,0.474576271186441,1.28813559322034,24.5423728813559,7.86440677966102,13.6949152542373,124.067045758177,"Muy bajo",0.969165241933534,0.933169358661172,"Bajo"
"678","2602900011088","26","Sonora","029","Guaymas","0001","Heroica Guaymas","1088",1562,0.598802395209581,26.7281105990783,13.3162612035851,0.0657030223390276,0.328515111695138,0.131406044678055,0.985545335085414,2.29960578186597,32.2601839684625,10.7095926412615,15.7687253613666,123.124988828729,"Bajo",0.961806246429416,0.916191164091101,"Bajo"
"679","2602900011105","26","Sonora","029","Guaymas","0001","Heroica Guaymas","1105",1094,2.96296296296296,22.9468847672699,8.6837294332724,0,0.274223034734918,0,0.457038391224863,1.55393053016453,25.6855575868373,5.94149908592322,14.8994515539305,123.886924543674,"Muy bajo",0.967758202543141,0.929923129128291,"Bajo"
"680","260290001111A","26","Sonora","029","Guaymas","0001","Heroica Guaymas","111A",2465,4.51807228915663,27.1975180972079,15.2625152625153,0.366151342554923,0.366151342554923,0.406834825061025,1.6273393002441,2.31895850284784,35.6794141578519,6.22457282343369,25.1423921887714,122.055637385627,"Bajo",0.953452873914316,0.896918807721501,"Bajo"
"681","2602900011124","26","Sonora","029","Guaymas","0001","Heroica Guaymas","1124",1720,7.69230769230769,27.0905321354527,14.7674418604651,0.348837209302326,0.0581395348837209,0.523255813953488,0.63953488372093,0.755813953488372,27.5581395348837,7.73255813953488,15.8720930232558,122.080798525263,"Bajo",0.953649423302867,0.897372273654389,"Bajo"
"682","2602900011139","26","Sonora","029","Guaymas","0001","Heroica Guaymas","1139",2010,4.74452554744525,21.4689265536723,12.3690773067332,0.199401794616152,0.847457627118644,1.34596211365902,0.747756729810568,1.54536390827517,23.629112662014,4.7357926221336,19.3419740777667,122.99092793175,"Bajo",0.960759012968986,0.913775055338011,"Bajo"
"683","2602900011143","26","Sonora","029","Guaymas","0001","Heroica Guaymas","1143",2309,4.61095100864553,16.8266516092603,9.70116933737549,0.0867678958785249,0.0433839479392625,0.0867678958785249,0.433839479392625,1.08459869848156,25.3796095444685,5.59652928416486,15.0542299349241,124.01471795322,"Muy bajo",0.968756476741767,0.932226282265029,"Bajo"
"684","2602900011162","26","Sonora","029","Guaymas","0001","Heroica Guaymas","1162",1704,7.02479338842975,30.7169811320755,15.6103286384977,0.528169014084507,0.528169014084507,1.93661971830986,0.821596244131455,3.75586854460094,41.0798122065728,9.03755868544601,34.3896713615024,120.576726893336,"Medio",0.941900179673068,0.870265184883072,"Medio"
"685","2602900011232","26","Sonora","029","Guaymas","0001","Heroica Guaymas","1232",89,0,10.9375,16.8539325842697,0,1.12359550561798,0,3.37078651685393,1.12359550561798,35.9550561797753,1.12359550561798,10.1123595505618,124.425641985153,"Muy bajo",0.971966461201307,0.939632149097053,"Muy bajo"
"686","2602900011340","26","Sonora","029","Guaymas","0001","Heroica Guaymas","1340",1848,4.65116279069767,28.0264007068131,14.8970747562297,0.270562770562771,0.378787878787879,0.378787878787879,1.2987012987013,3.3008658008658,37.1212121212121,11.4718614718615,29.5995670995671,121.474034921167,"Bajo",0.948909613536563,0.886436893629727,"Medio"
"687","2602900011355","26","Sonora","029","Guaymas","0001","Heroica Guaymas","1355",1453,11.875,10.4166666666667,5.24137931034483,0,0,0,0,0.550584996558844,15.6228492773572,2.89057123193393,7.66574585635359,124.117064883636,"Muy bajo",0.96955597258671,0.93407082694586,"Bajo"
"688","260290001136A","26","Sonora","029","Guaymas","0001","Heroica Guaymas","136A",2310,3.50877192982456,7.55873340143003,3.29004329004329,0,0.0432900432900433,0,0.173160173160173,0.12987012987013,9.91341991341991,3.11688311688312,4.24242424242424,126.116029133663,"Muy bajo",0.985171131786759,0.970097104036631,"Muy bajo"
"689","2602900012029","26","Sonora","029","Guaymas","0001","Heroica Guaymas","2029",1624,13,15.6554307116105,9.55021565003081,0.0617665225447807,0.123533045089561,0.123533045089561,0.185299567634342,0.617665225447807,14.3915997529339,2.96479308214948,10.8091414453366,123.073136589662,"Bajo",0.961401196180069,0.915256658567863,"Bajo"
"690","2602900012048","26","Sonora","029","Guaymas","0001","Heroica Guaymas","2048",1803,2.53164556962025,3.50997935306263,10.8273181565797,0,0,0,0.612813370473538,0,2.89693593314763,0.445682451253482,3.56545961002786,126.282485752917,"Muy bajo",0.98647142848267,0.973097063785164,"Muy bajo"
"691","2602900012067","26","Sonora","029","Guaymas","0001","Heroica Guaymas","2067",2319,6.95652173913043,32.5681401378612,16.1707632600259,1.37990513152221,1.03492884864166,0.560586459680897,3.36351875808538,3.36351875808538,36.6106080206986,5.99396291504959,33.8076757222941,120.186345622786,"Medio",0.938850667562843,0.863229549391496,"Medio"
"692","2602900012071","26","Sonora","029","Guaymas","0001","Heroica Guaymas","2071",2325,6.4,28.7995269071555,19.6213425129088,1.29926375054136,0.64963187527068,0.303161541792984,2.98830662624513,5.88999566912083,43.4387180597661,6.97271546123863,39.7141619748809,120.012478724322,"Medio",0.937492484544267,0.860096038093886,"Medio"
"693","2602900012086","26","Sonora","029","Guaymas","0001","Heroica Guaymas","2086",1009,15.4471544715447,3.60144057623049,6.25620655412115,0,0,0,0,0,1.68818272095333,0.397219463753724,1.68818272095333,124.415429281832,"Muy bajo",0.971886683392266,0.939448090938092,"Muy bajo"
"694","2602900012090","26","Sonora","029","Guaymas","0001","Heroica Guaymas","2090",957,2.4390243902439,24.9318801089918,15.4649947753396,0.108342361863489,0.433369447453954,0,1.9501625135428,1.62513542795233,37.1614301191766,5.41711809317443,25.2437703141928,122.690318206541,"Bajo",0.958410762510698,0.908357325002707,"Bajo"
"695","2602900012122","26","Sonora","029","Guaymas","0001","Heroica Guaymas","2122",2060,2.27272727272727,24.0050536955148,11.0354885755955,0,0.291970802919708,0.291970802919708,0.778588807785888,1.60583941605839,29.8783454987835,2.9683698296837,17.1289537712895,123.799257129382,"Muy bajo",0.967073377574008,0.928343145614792,"Bajo"
"696","2602900012160","26","Sonora","029","Guaymas","0001","Heroica Guaymas","2160",1112,3.09278350515464,14.0845070422535,14.7482014388489,0,0.449640287769784,0.359712230215827,0.539568345323741,2.87769784172662,27.9676258992806,3.9568345323741,23.7410071942446,123.680141904783,"Bajo",0.966142894102259,0.926196394822688,"Bajo"
"697","2602900012245","26","Sonora","029","Guaymas","0001","Heroica Guaymas","2245",1530,5.52486187845304,26.425702811245,12.1648136036625,0.0655737704918033,0.19672131147541,0.0655737704918033,0.590163934426229,2.42622950819672,30.4262295081967,9.37704918032787,15.0163934426229,122.563085933283,"Bajo",0.957416871698353,0.906064284928969,"Bajo"
"698","260290001225A","26","Sonora","029","Guaymas","0001","Heroica Guaymas","225A",1099,19.4244604316547,32.6085515412662,14.1552511415525,0.0909918107370337,0.454959053685168,0.363967242948135,1.18289353958144,3.27570518653321,44.0400363967243,11.1010009099181,32.6660600545951,118.438651264014,"Alto",0.925198334538436,0.831731776863424,"Medio"
"699","2602900012264","26","Sonora","029","Guaymas","0001","Heroica Guaymas","2264",1661,2.09205020920502,19.3829113924051,13.0042143287176,0,0.421686746987952,0,1.02409638554217,1.62650602409639,29.5783132530121,2.59036144578313,25.3012048192771,123.728928797531,"Muy bajo",0.966523999015529,0.927075655227927,"Bajo"
"700","2602900012279","26","Sonora","029","Guaymas","0001","Heroica Guaymas","2279",1404,6.43939393939394,33.2323232323232,14.4586894586895,0.503959683225342,0.791936645068395,0.863930885529158,0.574300071787509,5.83153347732181,46.1483081353492,5.61555075593953,48.6681065514759,120.266576583465,"Medio",0.939477401744691,0.864675509628474,"Medio"
"701","2602900012283","26","Sonora","029","Guaymas","0001","Heroica Guaymas","2283",1608,6.52173913043478,33.5866261398176,15.1155527795128,0,0.127388535031847,0.0636942675159236,0.509554140127389,3.43949044585987,35.5271565495208,9.68152866242038,24.7770700636943,121.302806070204,"Bajo",0.947572037955915,0.883350926469162,"Medio"
"702","2602900012298","26","Sonora","029","Guaymas","0001","Heroica Guaymas","2298",2154,5.90277777777778,29.5388207822534,14.7700882489549,0.337674867342016,0.820067534973468,0.192957067052581,2.60492040520984,4.63096960926194,39.2460125664572,11.256038647343,24.6502653159672,120.942538593478,"Medio",0.944757763511741,0.876858015981569,"Medio"
"703","2602900012300","26","Sonora","029","Guaymas","0001","Heroica Guaymas","2300",794,4.86111111111111,29.5575221238938,13.8539042821159,2.89672544080605,0.251889168765743,2.26700251889169,1.25944584382872,3.02267002518892,45.8438287153652,4.65994962216625,34.0050377833753,120.83624382219,"Medio",0.943927428614165,0.874942321449428,"Medio"
"704","2602900012315","26","Sonora","029","Guaymas","0001","Heroica Guaymas","2315",255,3.44827586206897,30.8056872037915,25.0980392156863,1.36986301369863,0.45662100456621,0.45662100456621,0,2.28310502283105,38.8127853881278,6.39269406392694,36.0730593607306,120.742936890844,"Medio",0.943198549852368,0.87326069989811,"Medio"
"705","260290001232A","26","Sonora","029","Guaymas","0001","Heroica Guaymas","232A",1768,0.383141762452107,20.4005934718101,15.9502262443439,0.397727272727273,0,2.44318181818182,1.02272727272727,1.70454545454545,33.4659090909091,3.69318181818182,27.8409090909091,123.38280997403,"Bajo",0.963820248545242,0.920837738445969,"Bajo"
"706","2602900012334","26","Sonora","029","Guaymas","0001","Heroica Guaymas","2334",2118,3.6231884057971,23.4594797078162,14.2316784869976,0,0.0474833808167142,0,0.617283950617284,2.32668566001899,30.1519468186135,5.3656220322887,20.6077872744539,123.150890461609,"Bajo",0.962008580273537,0.916657975542694,"Bajo"
"707","2602900012349","26","Sonora","029","Guaymas","0001","Heroica Guaymas","2349",1026,4.76190476190476,7.64044943820225,16.0975609756098,0,0,0,0,0.0975609756097561,7.90243902439024,3.80487804878049,5.07317073170732,124.916660810175,"Muy bajo",0.975802116152532,0.948481522089485,"Muy bajo"
"708","2602900012353","26","Sonora","029","Guaymas","0001","Heroica Guaymas","2353",1408,5.26315789473684,15.9013605442177,10.589907604833,0,0.142045454545455,0,1.06534090909091,0.426136363636364,18.2918149466192,6.88920454545455,11.1505681818182,123.978487997515,"Muy bajo",0.968473461912396,0.93157332890521,"Bajo"
"709","2602900012368","26","Sonora","029","Guaymas","0001","Heroica Guaymas","2368",2789,6.75105485232067,11.5807269653424,10.3882099209202,0,0.0717360114777618,0.0358680057388809,0.251076040172166,0.610193826274228,18.4002869440459,3.26398852223816,6.85078909612626,124.492457588172,"Muy bajo",0.97248839963926,0.940836331427135,"Muy bajo"
"710","2602900012372","26","Sonora","029","Guaymas","0001","Heroica Guaymas","2372",696,5.26315789473684,3.85964912280702,10.3746397694525,0,0.288184438040346,0,0.288184438040346,0.288184438040346,3.89048991354467,0.144092219020173,2.16138328530259,125.771369505946,"Muy bajo",0.982478780006802,0.963885485569734,"Muy bajo"
"711","2602900012387","26","Sonora","029","Guaymas","0001","Heroica Guaymas","2387",471,1.47058823529412,6.02739726027397,7.21868365180467,0,0,0,0,0,11.2526539278132,0,5.09554140127389,126.516003557472,"Muy bajo",0.988295582013242,0.977305631863564,"Muy bajo"
"712","2602900012391","26","Sonora","029","Guaymas","0001","Heroica Guaymas","2391",114,5.55555555555556,37.5,19.2982456140351,0,3.50877192982456,7.89473684210526,0,3.50877192982456,35.0877192982456,5.26315789473684,33.3333333333333,119.306798008325,"Medio",0.931979971389241,0.847377927196316,"Medio"
"713","2602900012438","26","Sonora","029","Guaymas","0001","Heroica Guaymas","2438",2506,3.71287128712871,25.3891572732152,15.7621707901038,1.27744510978044,0.758483033932136,1.83632734530938,1.67664670658683,6.26746506986028,36.0878243512974,6.82634730538922,25.8283433133733,121.497884507089,"Bajo",0.949095917559274,0.886866722122615,"Medio"
"714","2602900012508","26","Sonora","029","Guaymas","0001","Heroica Guaymas","2508",365,2.12765957446809,12.3287671232877,16.4383561643836,0,0,0,0,0,16.7123287671233,0,19.1780821917808,124.800643489734,"Muy bajo",0.974895832346496,0.946390603188119,"Muy bajo"
"715","260290001257A","26","Sonora","029","Guaymas","0001","Heroica Guaymas","257A",152,0,36.6071428571429,16.4473684210526,0,10.5263157894737,5.92105263157895,10.5263157894737,15.1315789473684,57.8947368421053,2.63157894736842,53.9473684210526,116.009265267126,"Alto",0.906220882040593,0.787948235920586,"Alto"
"716","2602900012584","26","Sonora","029","Guaymas","0001","Heroica Guaymas","2584",1106,3.74331550802139,29.3589743589744,16.8173598553345,0.634632819582956,0.906618313689937,5.43970988213962,1.72257479601088,7.70625566636446,47.0534904805077,2.8105167724388,39.3472348141432,120.670267825519,"Medio",0.942630886361666,0.871951023707907,"Medio"
"717","2602900012616","26","Sonora","029","Guaymas","0001","Heroica Guaymas","2616",991,3.77358490566038,18.1818181818182,6.76084762865792,0,0.404448938321537,0,0,0.910010111223458,20.2224469160768,3.33670374115268,20.4246713852376,124.326755254457,"Muy bajo",0.971193995139163,0.937849965768558,"Muy bajo"
"718","2602900012620","26","Sonora","029","Guaymas","0001","Heroica Guaymas","2620",1513,8.55614973262032,34.7359735973597,14.2101784534038,0.330906684315023,1.91925876902713,0.794176042356056,3.90469887491727,4.96360026472535,47.6505625413633,10.9199205823958,22.4354731965586,119.589776159561,"Medio",0.934190490602695,0.852477892984561,"Medio"
"719","2602900012635","26","Sonora","029","Guaymas","0001","Heroica Guaymas","2635",2471,6.95876288659794,17.9395353480822,12.5202593192869,0.0810372771474878,0.121555915721232,0.0810372771474878,1.09400324149109,1.49918962722853,29.0113452188006,3.322528363047,26.742301458671,122.960509062004,"Bajo",0.960521392164234,0.913226832111787,"Bajo"
"720","260290001264A","26","Sonora","029","Guaymas","0001","Heroica Guaymas","264A",624,0.909090909090909,9.55555555555556,8.01282051282051,0,0,0,0,0,25.3205128205128,1.44230769230769,18.9102564102564,125.623153402799,"Muy bajo",0.981320971383355,0.961214265010779,"Muy bajo"
"721","2602900012705","26","Sonora","029","Guaymas","0001","Heroica Guaymas","2705",1471,7.17703349282297,10.4753521126761,11.7687074829932,0,0,0,0.339904826648538,0.0679809653297077,13.8001359619307,2.38095238095238,11.7607070020394,124.407577579102,"Muy bajo",0.971825348834571,0.939306583846016,"Muy bajo"
