"","CVE_LOC","ENT","NOM_ENT","MUN","NOM_MUN","LOC","NOM_LOC","POB_TOT","ANALF","SBASC","OVSDE","OVSEE","OVSAE","OVPT","OVSREF","OVHAC","IM_2020","GM_2020","IMN_2020","IMNSon_2020","GMSon_2020"
"1","260010001","26","Sonora","001","Aconchi","0001","Aconchi",1650,2.099533437014,36.8584758942457,0.666666666666667,0.848484848484849,0.484848484848485,0.484848484848485,3.63636363636364,24.2424242424242,24.0363221404013,"Muy bajo",0.918067373929425,0.910724971738757,"Muy bajo"
"2","260010003","26","Sonora","001","Aconchi","0003","La Estancia",761,3.92156862745098,35.8288770053476,1.05124835742444,1.05124835742444,0.788436268068331,0,3.54796320630749,26.6754270696452,23.8889254262016,"Muy bajo",0.912437556125321,0.904590637131517,"Muy bajo"
"3","260010006","26","Sonora","001","Aconchi","0006","El Rodeo (El Rodeo de Aconchi)",23,0,52.3809523809524,0,0,0,0,0,0,24.5918120677987,"Muy bajo",0.939284312856731,0.933843269213084,"Muy bajo"
"4","260010007","26","Sonora","001","Aconchi","0007","San Pablo (San Pablo de Aconchi)",118,4.34782608695652,44.5652173913043,0.847457627118644,0,0.847457627118644,0,1.69491525423729,11.864406779661,24.1430211570865,"Muy bajo",0.922142743092678,0.915165555602273,"Muy bajo"
"5","260020001","26","Sonora","002","Agua Prieta","0001","Agua Prieta",91029,1.44195668045753,25.6579710909226,0.190412930366434,0.890040184650128,0.541360375520326,0.903414374916966,3.88626851790341,25.1646757962559,24.37645987962,"Muy bajo",0.931058935583273,0.924880773760847,"Muy bajo"
"6","260020002","26","Sonora","002","Agua Prieta","0002","Agua Blanca",50,6.38297872340426,65.9574468085106,0,16,0,4,16,12,22.4040029579437,"Bajo",0.855720939375089,0.84279135391438,"Bajo"
"7","260020009","26","Sonora","002","Agua Prieta","0009","Cabullona",52,0,63.8297872340426,0,1.92307692307692,0,0,13.4615384615385,32.6923076923077,22.7877149606882,"Bajo",0.870376820114543,0.858760623178143,"Bajo"
"8","260020013","26","Sonora","002","Agua Prieta","0013","Colonia Morelos",242,3.57142857142857,67.3469387755102,0,0,0,7.85123966942149,1.65289256198347,20.2479338842975,23.0725877049539,"Muy bajo",0.881257535171716,0.870616414830601,"Bajo"
"9","260020015","26","Sonora","002","Agua Prieta","0015","18 de Agosto (Corral de Palos)",73,0,22.7272727272727,0,94.2028985507246,2.89855072463768,2.89855072463768,81.1594202898551,82.6086956521739,17.508044604291,"Alto",0.668719799918288,0.639032084737413,"Alto"
"10","260020046","26","Sonora","002","Agua Prieta","0046","El Rusbayo",116,13.1868131868132,72.5274725274725,4.3859649122807,2.63157894736842,0,10.5263157894737,10.5263157894737,26.3157894736842,21.6615820231718,"Bajo",0.827364170233996,0.811893389478481,"Medio"
"11","260020055","26","Sonora","002","Agua Prieta","0055","Ramón Oquita Montenegro (La Cieneguita)",18,11.7647058823529,64.7058823529412,0,22.2222222222222,44.4444444444444,0,88.8888888888889,38.8888888888889,17.8563022117185,"Alto",0.682021499955186,0.653525818231246,"Alto"
"12","260020185","26","Sonora","002","Agua Prieta","0185","Los Chinos",24,20,80,0,9.09090909090909,9.09090909090909,0,9.09090909090909,0,21.9256597822178,"Bajo",0.837450620787636,0.822883738517901,"Medio"
"13","260020254","26","Sonora","002","Agua Prieta","0254","El Pozo",15,15.3846153846154,76.9230769230769,0,0,6.66666666666667,0,6.66666666666667,40,21.4629943893857,"Bajo",0.819779115150281,0.803628598766434,"Medio"
"14","260020255","26","Sonora","002","Agua Prieta","0255","La Puerta Negra",9,0,14.2857142857143,0,0,0,0,0,0,25.7479021576737,"Muy bajo",0.983441176233654,0.98195725523993,"Muy bajo"
"15","260020343","26","Sonora","002","Agua Prieta","0343","Dávila [Taller]",13,0,8.33333333333333,0,0,0,0,0,0,25.9285412342167,"Muy bajo",0.990340686136298,0.989475065556626,"Muy bajo"
"16","260020356","26","Sonora","002","Agua Prieta","0356","Ninguno [Juan Carlos Ochoa Valenzuela]",8,0,57.1428571428571,0,0,0,0,0,37.5,23.3144431929444,"Muy bajo",0.890495206036371,0.880681920686593,"Bajo"
"17","260030001","26","Sonora","003","Alamos","0001","Álamos",10961,4.16513536689942,28.347421291192,0.595074613201501,0.585919619152248,1.12606426805823,2.47184839329854,3.26833287558363,30.3304952851781,23.9532292170509,"Muy bajo",0.91489363954998,0.907266822769204,"Muy bajo"
"18","260030002","26","Sonora","003","Alamos","0002","La Aduana",269,9.75609756097561,46.8292682926829,5.22388059701492,0.746268656716418,1.86567164179104,6.36704119850187,2.23880597014925,28.3582089552239,22.9037438313824,"Bajo",0.874808543070992,0.863589495523113,"Bajo"
"19","260030019","26","Sonora","003","Alamos","0019","Los Algodones",13,33.3333333333333,66.6666666666667,7.69230769230769,15.3846153846154,0,61.5384615384615,30.7692307692308,23.0769230769231,18.3601047920268,"Alto",0.701264240553388,0.674492999354529,"Alto"
"20","260030021","26","Sonora","003","Alamos","0021","Argentina",26,0,6.66666666666667,0,0,0,0,0,0,25.9791201756487,"Muy bajo",0.992272548909038,0.991580052445299,"Muy bajo"
"21","260030023","26","Sonora","003","Alamos","0023","Baboyagui",128,12.0879120879121,67.032967032967,45.3125,0,0,12.5,3.90625,54.6875,19.8565414551286,"Medio",0.758420641999529,0.736771478626265,"Alto"
"22","260030033","26","Sonora","003","Alamos","0033","Basiroa",324,12.1951219512195,45.1219512195122,0.925925925925926,1.23456790123457,0.308641975308642,15.1234567901235,9.5679012345679,52.4691358024691,21.8076164941137,"Bajo",0.832941957154045,0.817971030447704,"Medio"
"23","260030037","26","Sonora","003","Alamos","0037","Bavícora",53,37.1428571428571,80,100,61.5384615384615,5.12820512820513,71.7948717948718,100,51.2820512820513,9.81979658604938,"Muy alto",0.375067150939963,0.319063718119377,"Muy alto"
"24","260030042","26","Sonora","003","Alamos","0042","Buenavista",12,40,90,100,16.6666666666667,100,100,16.6666666666667,50,9.97321073506875,"Muy alto",0.380926804679463,0.325448485437153,"Muy alto"
"25","260030044","26","Sonora","003","Alamos","0044","Burapaco",82,20.3703703703704,59.2592592592593,0,12.1951219512195,0,20.7317073170732,45.1219512195122,91.4634146341463,18.2459045980079,"Alto",0.696902363906339,0.66974023260442,"Alto"
"26","260030045","26","Sonora","003","Alamos","0045","Burapaquito",11,0,72.7272727272727,0,0,36.3636363636364,63.6363636363636,9.09090909090909,0,20.9456946086029,"Medio",0.800020848952008,0.7820996931541,"Medio"
"27","260030047","26","Sonora","003","Alamos","0047","El Cajón del Sabino (El Cajón)",152,7.54716981132075,54.7169811320755,9.21052631578947,0,0.657894736842105,23.0263157894737,5.26315789473684,47.3684210526316,21.566189510019,"Bajo",0.823720652996575,0.807923358003343,"Medio"
"28","260030049","26","Sonora","003","Alamos","0049","Los Camotes (San José del Palmar)",159,3.63636363636364,49.0909090909091,4.40251572327044,8.17610062893082,5.66037735849057,11.3207547169811,14.4654088050314,44.0251572327044,21.8671255127473,"Bajo",0.835214904243991,0.820447667965908,"Medio"
"29","260030061","26","Sonora","003","Alamos","0061","Casanate",51,14.6341463414634,53.6585365853659,0,0,0,31.3725490196078,0,35.2941176470588,21.8580662965634,"Bajo",0.834868887463089,0.82007064284935,"Medio"
"30","260030062","26","Sonora","003","Alamos","0062","Casas Coloradas",23,22.2222222222222,61.1111111111111,47.6190476190476,9.52380952380952,28.5714285714286,19.047619047619,19.047619047619,66.6666666666667,17.3722008173396,"Alto",0.66353124619436,0.633378558144239,"Alto"
"31","260030064","26","Sonora","003","Alamos","0064","Cerro Colorado (El Colorado)",171,8.69565217391304,52.8985507246377,5.84795321637427,2.92397660818713,0,9.94152046783626,12.8654970760234,38.5964912280702,22.0038896983363,"Bajo",0.84043861259579,0.826139499573178,"Medio"
"32","260030066","26","Sonora","003","Alamos","0066","La Cieneguita",104,7.89473684210526,68.4210526315789,1.96078431372549,0,1.96078431372549,20.5882352941176,8.82352941176471,52.9411764705882,21.1359716304232,"Medio",0.807288480194479,0.790018614048994,"Medio"
"33","260030069","26","Sonora","003","Alamos","0069","Cochibampo",161,4.16666666666667,45.8333333333333,0,0,15.527950310559,10.5590062111801,3.72670807453416,28.5714285714286,22.8871662352713,"Bajo",0.874175361753196,0.862899571584976,"Bajo"
"34","260030072","26","Sonora","003","Alamos","0072","Campamento las Casitas (El Mocúzarit)",55,9.75609756097561,46.3414634146341,12.7272727272727,1.81818181818182,0,0,16.3636363636364,61.8181818181818,21.4155429724102,"Bajo",0.817966708180634,0.80165377272709,"Medio"
"35","260030075","26","Sonora","003","Alamos","0075","Corogüi",64,4.44444444444444,71.1111111111111,26.5625,100,0,81.25,100,17.1875,14.0231512609628,"Muy alto",0.535614291453003,0.49399831003905,"Muy alto"
"36","260030086","26","Sonora","003","Alamos","0086","Chícoras",7,16.6666666666667,50,100,42.8571428571429,100,0,100,0,13.3514203727598,"Muy alto",0.509957528787005,0.466042313484928,"Muy alto"
"37","260030089","26","Sonora","003","Alamos","0089","El Chinal",221,15.5555555555556,75.5555555555556,4.07239819004525,2.71493212669683,2.26244343891403,9.50226244343891,3.16742081447964,30.7692307692308,21.5135365797535,"Bajo",0.821709574216047,0.805732056154764,"Medio"
"38","260030090","26","Sonora","003","Alamos","0090","El Chino (San Antonio de los Chinos)",160,5.12820512820513,43.5897435897436,5,0,4.375,23.75,11.875,29.375,22.394095747836,"Bajo",0.855342533464506,0.842379037112375,"Bajo"
"39","260030092","26","Sonora","003","Alamos","0092","Choquinahui (El Cobre)",9,37.5,87.5,44.4444444444444,100,0,100,100,33.3333333333333,10.2007422280922,"Muy alto",0.38961737052669,0.334917857393435,"Muy alto"
"40","260030094","26","Sonora","003","Alamos","0094","Las Choyitas",11,18.1818181818182,90.9090909090909,81.8181818181818,100,100,81.8181818181818,100,0,8.64198729120046,"Muy alto",0.330080722484085,0.270045825438732,"Muy alto"
"41","260030100","26","Sonora","003","Alamos","0100","La Esperanza",14,25,83.3333333333333,0,0,0,0,14.2857142857143,0,21.9279223098547,"Bajo",0.837537038035413,0.822977900057785,"Medio"
"42","260030101","26","Sonora","003","Alamos","0101","La Esperanza (Testapochi)",16,0,66.6666666666667,6.25,0,0,0,0,25,23.1895429009061,"Muy bajo",0.885724639123311,0.875483838842876,"Bajo"
"43","260030102","26","Sonora","003","Alamos","0102","Gerocoa (Las Canillas)",28,28,68,0,3.57142857142857,0,28.5714285714286,35.7142857142857,25,19.9249291061773,"Medio",0.76103270847296,0.7396176257525,"Alto"
"44","260030105","26","Sonora","003","Alamos","0105","La Gacela",29,15.3846153846154,69.2307692307692,0,0,96.551724137931,0,10.3448275862069,44.8275862068966,19.0221135381049,"Medio",0.726549665980793,0.702044381238527,"Alto"
"45","260030106","26","Sonora","003","Alamos","0106","Las Garzas",12,25,75,100,66.6666666666667,0,100,100,66.6666666666667,9.3290702327798,"Muy alto",0.356323856860587,0.298640741475083,"Muy alto"
"46","260030110","26","Sonora","003","Alamos","0110","Guajaray",242,19.4805194805195,52.5974025974026,27.2727272727273,25.6198347107438,0,32.6446280991736,67.7685950413223,79.7520661157025,16.4864338493836,"Alto",0.629699375018947,0.596514839743293,"Alto"
"47","260030113","26","Sonora","003","Alamos","0113","El Guamuchil",242,10.7784431137725,56.8862275449102,13.2231404958678,0,2.06611570247934,47.9338842975207,12.396694214876,55.3719008264463,20.0051609533133,"Medio",0.764097164040471,0.742956702876175,"Medio"
"48","260030116","26","Sonora","003","Alamos","0116","Las Guásimas",29,0,38.8888888888889,0,0,0,27.5862068965517,20.6896551724138,34.4827586206897,22.5592669362078,"Bajo",0.861651247346421,0.849253107151517,"Bajo"
"49","260030120","26","Sonora","003","Alamos","0120","Huirocoba",121,3.03030303030303,55.5555555555556,9.09090909090909,0.826446280991736,0,11.5702479338843,4.95867768595041,42.9752066115703,22.2316281380119,"Bajo",0.849137082770821,0.835617484204559,"Bajo"
"50","260030122","26","Sonora","003","Alamos","0122","La Higuera",219,6.875,53.125,6.84931506849315,0.91324200913242,5.93607305936073,7.76255707762557,10.958904109589,57.5342465753425,21.5047921023683,"Bajo",0.82137557888421,0.805368129790886,"Medio"
"51","260030126","26","Sonora","003","Alamos","0126","Paredones",17,23.5294117647059,76.4705882352941,52.9411764705882,11.7647058823529,82.3529411764706,35.2941176470588,29.4117647058824,0,16.3881715631528,"Alto",0.625946246792871,0.592425374477497,"Alto"
"52","260030129","26","Sonora","003","Alamos","0129","Las Flores (Gerocoa)",81,6.89655172413793,51.7241379310345,0,2.46913580246914,0,7.40740740740741,12.3456790123457,40.7407407407407,22.3675202816039,"Bajo",0.854327483476738,0.841273023297235,"Bajo"
"53","260030135","26","Sonora","003","Alamos","0135","La Laborcita",22,35,60,100,0,100,0,40.9090909090909,18.1818181818182,14.6547687246974,"Muy alto",0.559738921788362,0.520284872038491,"Muy alto"
"54","260030143","26","Sonora","003","Alamos","0143","Macoyahui",68,12.7272727272727,61.8181818181818,0,2.94117647058824,0,1.47058823529412,14.7058823529412,25,22.3153274089867,"Bajo",0.852333976599035,0.839100868059683,"Bajo"
"55","260030145","26","Sonora","003","Alamos","0145","El Maquipo",165,13.28125,64.84375,6.66666666666667,0,0,5.45454545454545,9.6969696969697,32.7272727272727,21.8646638021107,"Bajo",0.835120879201129,0.820345216857462,"Medio"
"56","260030149","26","Sonora","003","Alamos","0149","Las Mayas (La Granadita)",14,9.09090909090909,45.4545454545455,28.5714285714286,100,0,0,100,57.1428571428571,15.5512771138171,"Alto",0.593981061567368,0.55759562531354,"Muy alto"
"57","260030150","26","Sonora","003","Alamos","0150","Mexiquillo",155,7.07964601769912,45.1327433628319,4.51612903225806,0,3.2258064516129,12.258064516129,10.9677419354839,50.9677419354839,21.9897976216174,"Bajo",0.839900365696327,0.825553017612749,"Medio"
"58","260030154","26","Sonora","003","Alamos","0154","El Mezquital",73,14.2857142857143,63.265306122449,38.3561643835616,6.84931506849315,1.36986301369863,10.958904109589,31.5068493150685,39.7260273972603,19.5036403432834,"Medio",0.74494158330178,0.722084492453748,"Alto"
"59","260030155","26","Sonora","003","Alamos","0155","La Mina de la Cruz",51,23.6842105263158,63.1578947368421,21.5686274509804,0,100,13.7254901960784,5.88235294117647,33.3333333333333,18.0499877020327,"Alto",0.689419317658843,0.661586592262781,"Alto"
"60","260030156","26","Sonora","003","Alamos","0156","Minas Nuevas",432,4.84848484848485,35.4545454545455,2.32018561484919,0.696055684454756,5.33642691415313,3.7122969837587,1.62412993039443,34.1067285382831,23.4284013776482,"Muy bajo",0.894847839137128,0.885424615528892,"Bajo"
"61","260030157","26","Sonora","003","Alamos","0157","Las Minitas",68,16,78,13.2352941176471,5.88235294117647,0,2.94117647058824,10.2941176470588,41.1764705882353,20.7193420350715,"Medio",0.791375311937222,0.772679385294521,"Medio"
"62","260030158","26","Sonora","003","Alamos","0158","Miramar",3,33.3333333333333,33.3333333333333,100,0,100,33.3333333333333,100,0,13.3668537049355,"Muy alto",0.510547004941417,0.466684615616183,"Muy alto"
"63","260030159","26","Sonora","003","Alamos","0159","El Mocúzari (Conicárit)",652,3.60934182590234,35.4564755838641,4.75460122699387,3.22085889570552,1.68711656441718,3.68098159509202,10.2760736196319,51.6871165644172,22.6364466502899,"Bajo",0.86459912668562,0.852465161054084,"Bajo"
"64","260030162","26","Sonora","003","Alamos","0162","Los Muertos",122,4.08163265306122,52.0408163265306,1.63934426229508,1.63934426229508,0,6.55737704918033,14.7540983606557,24.5901639344262,22.9102302210146,"Bajo",0.875056290736425,0.863859445125538,"Bajo"
"65","260030163","26","Sonora","003","Alamos","0163","Munihuasa",161,9.2436974789916,54.6218487394958,2.48447204968944,1.24223602484472,12.4223602484472,5.59006211180124,6.83229813664596,31.055900621118,22.2884329327417,"Bajo",0.851306742023165,0.837981577733103,"Bajo"
"66","260030167","26","Sonora","003","Alamos","0167","Nahuibampo",119,12.5,55.6818181818182,0,0,11.7647058823529,10.0840336134454,5.04201680672269,30.2521008403361,22.182241409859,"Bajo",0.847250756586746,0.833562114671448,"Bajo"
"67","260030174","26","Sonora","003","Alamos","0174","Osobampo",311,8.97435897435897,38.4615384615385,4.18006430868167,0.964630225080386,0.643086816720257,1.28617363344051,3.53697749196141,46.9453376205788,22.8003795959425,"Bajo",0.870860545884306,0.859287698091247,"Bajo"
"68","260030177","26","Sonora","003","Alamos","0177","Palos Chinos",46,15.1515151515152,66.6666666666667,45.6521739130435,0,10.8695652173913,8.69565217391304,8.69565217391304,36.9565217391304,19.9014796667095,"Medio",0.760137057083925,0.738641710455957,"Alto"
"69","260030182","26","Sonora","003","Alamos","0182","El Paso",138,15.8878504672897,53.2710280373832,3.64963503649635,5.10948905109489,0,27.7372262773723,33.5766423357664,43.7956204379562,20.3456629234527,"Medio",0.77710263749509,0.757127663406744,"Medio"
"70","260030187","26","Sonora","003","Alamos","0187","Piedras Blancas",50,16.3265306122449,63.265306122449,0,0,0,18,0,6,22.7369864047768,"Bajo",0.868439242816453,0.856649409656239,"Bajo"
"71","260030194","26","Sonora","003","Alamos","0194","Las Plomosas",18,25,66.6666666666667,100,100,100,33.3333333333333,100,100,6.7356184217166,"Muy alto",0.257266959566251,0.190706848354103,"Muy alto"
"72","260030198","26","Sonora","003","Alamos","0198","Potrero de Alcántar",180,16.4473684210526,51.9736842105263,10,1.11111111111111,2.22222222222222,22.2222222222222,13.3333333333333,28.3333333333333,21.4391969191718,"Bajo",0.818870170726178,0.802638199177878,"Medio"
"73","260030200","26","Sonora","003","Alamos","0200","Potrero de Reuter",41,9.375,65.625,43.9024390243902,0,14.6341463414634,0,0,60.9756097560976,19.9715417970391,"Medio",0.762813080296955,0.741557545812744,"Medio"
"74","260030205","26","Sonora","003","Alamos","0205","La Quintera",183,14.5833333333333,54.8611111111111,1.63934426229508,0,0,10.9289617486339,12.568306010929,34.4262295081967,21.9806901144229,"Bajo",0.839552504440171,0.825173982728069,"Medio"
"75","260030206","26","Sonora","003","Alamos","0206","Rancherías",130,6,49,2.30769230769231,6.92307692307692,1.53846153846154,4.61538461538462,14.6153846153846,26.9230769230769,22.6673246647492,"Bajo",0.865778512511837,0.853750237683702,"Bajo"
"76","260030216","26","Sonora","003","Alamos","0216","El Rodeo",33,5,75,21.2121212121212,63.6363636363636,0,0,63.6363636363636,36.3636363636364,17.9555086134903,"Alto",0.685810688676306,0.657654575557708,"Alto"
"77","260030217","26","Sonora","003","Alamos","0217","Sabinito Sur",109,8.43373493975904,61.4457831325301,4.58715596330275,0,0,21.1009174311927,8.25688073394496,49.5412844036697,21.3885747236537,"Bajo",0.816936655863532,0.80053141214706,"Medio"
"78","260030218","26","Sonora","003","Alamos","0218","El Sabino Grande (El Sabino)",82,10.8108108108108,63.5135135135135,10.9756097560976,3.65853658536585,0,37.8048780487805,10.9756097560976,25.609756097561,21.0486893845261,"Medio",0.803954734631685,0.786386114474555,"Medio"
"79","260030219","26","Sonora","003","Alamos","0219","Sahuarivo",7,14.2857142857143,85.7142857142857,14.2857142857143,100,0,57.1428571428571,100,0,14.68325060537,"Muy alto",0.560826787279635,0.521470226727283,"Muy alto"
"80","260030221","26","Sonora","003","Alamos","0221","El Salado",69,17.2413793103448,51.7241379310345,2.89855072463768,2.89855072463768,1.44927536231884,20.2898550724638,23.1884057971014,21.7391304347826,21.5674002861732,"Bajo",0.823766898594294,0.80797374790589,"Medio"
"81","260030224","26","Sonora","003","Alamos","0224","San Bernardo",1086,11.3548387096774,44,4.33579335793358,1.29151291512915,0.18450184501845,10.1476014760148,15.6826568265683,38.2841328413284,22.1507224579952,"Bajo",0.846046890155036,0.832250363603917,"Bajo"
"82","260030227","26","Sonora","003","Alamos","0227","San Ignacio",24,5.55555555555556,33.3333333333333,4.16666666666667,0,0,12.5,4.16666666666667,29.1666666666667,23.3844915643873,"Muy bajo",0.893170703728695,0.883597183428073,"Bajo"
"83","260030235","26","Sonora","003","Alamos","0235","El Frijol",71,4.16666666666667,56.25,9.85915492957746,0,0,7.04225352112676,0,47.887323943662,22.2799015646212,"Bajo",0.850980886400135,0.837626520519021,"Bajo"
"84","260030240","26","Sonora","003","Alamos","0240","San Vicente",70,8.62068965517241,43.1034482758621,5.71428571428571,0,0,21.4285714285714,12.8571428571429,52.8571428571429,21.6473900005956,"Bajo",0.82682210590231,0.811302747986175,"Medio"
"85","260030243","26","Sonora","003","Alamos","0243","El Sauz",29,17.6470588235294,76.4705882352941,100,100,100,100,100,75.8620689655172,5.68810158643728,"Muy alto",0.217257051873456,0.147111447946368,"Muy alto"
"86","260030245","26","Sonora","003","Alamos","0245","Sejaqui",32,32.1428571428571,78.5714285714286,3.125,0,0,9.375,21.875,37.5,19.9717440425434,"Medio",0.762820805064409,0.741565962836169,"Medio"
"87","260030247","26","Sonora","003","Alamos","0247","Los Citahuis",94,5.55555555555556,56.9444444444444,0,0,0,0,4.25531914893617,43.6170212765958,22.7194553374118,"Bajo",0.867769643662141,0.855919804292763,"Bajo"
"88","260030250","26","Sonora","003","Alamos","0250","El Sombrerito",19,14.2857142857143,50,5.26315789473684,84.2105263157895,84.2105263157895,31.5789473684211,84.2105263157895,31.5789473684211,14.5301320487493,"Muy alto",0.554978423692416,0.515097761330148,"Muy alto"
"89","260030251","26","Sonora","003","Alamos","0251","El Tabelito",8,0,50,0,0,0,0,100,62.5,19.7243125106886,"Medio",0.75337015719281,0.731268394013008,"Alto"
"90","260030252","26","Sonora","003","Alamos","0252","El Tabelo (San José del Tabelo)",178,5.34351145038168,45.8015267175573,0,0.561797752808989,5.61797752808989,0.561797752808989,0.561797752808989,39.3258426966292,23.1272007120972,"Muy bajo",0.88334347909265,0.872889290868195,"Bajo"
"91","260030255","26","Sonora","003","Alamos","0255","Los Tanques",555,7.5,47.75,0.540540540540541,1.08108108108108,11.8918918918919,4.5045045045045,5.58558558558559,25.9459459459459,22.8950697292821,"Bajo",0.874477235723308,0.863228498027413,"Bajo"
"92","260030256","26","Sonora","003","Alamos","0256","Tapizuelas",256,9.5959595959596,52.020202020202,3.52941176470588,3.52941176470588,2.74509803921569,24.3137254901961,17.6470588235294,45.4901960784314,21.2164456156639,"Bajo",0.810362184227399,0.793367768440426,"Medio"
"93","260030258","26","Sonora","003","Alamos","0258","Taymuco",9,37.5,87.5,100,100,100,77.7777777777778,100,0,7.24123177069827,"Muy alto",0.27657886247768,0.211749389779677,"Muy alto"
"94","260030259","26","Sonora","003","Alamos","0259","Techobampo",183,9.72222222222222,56.25,7.10382513661202,2.73224043715847,1.63934426229508,4.37158469945355,7.10382513661202,36.0655737704918,22.17564098369,"Bajo",0.846998653295552,0.833287419113336,"Bajo"
"95","260030265","26","Sonora","003","Alamos","0265","La Tescalama",40,8.57142857142857,68.5714285714286,10,0,60,2.5,5,0,21.4819172093045,"Bajo",0.820501872296266,0.804416125881436,"Medio"
"96","260030270","26","Sonora","003","Alamos","0270","Tojibampo",84,4.76190476190476,42.8571428571429,3.57142857142857,3.57142857142857,0,26.1904761904762,20.2380952380952,23.8095238095238,22.3383572359381,"Bajo",0.853213600887138,0.840059319984705,"Bajo"
"97","260030271","26","Sonora","003","Alamos","0271","Topiyeca",17,0,78.5714285714286,0,0,0,0,0,0,23.7970001310096,"Muy bajo",0.908926469285097,0.900764903819626,"Muy bajo"
"98","260030273","26","Sonora","003","Alamos","0273","Tres Marías",14,0,33.3333333333333,0,0,0,0,0,71.4285714285714,23.0120330867936,"Bajo",0.878944651405678,0.868096261706254,"Bajo"
"99","260030274","26","Sonora","003","Alamos","0274","Vado Cuate",83,21.5686274509804,64.7058823529412,0,1.20481927710843,1.20481927710843,12.0481927710843,9.63855421686747,72.289156626506,20.2233884493556,"Medio",0.772432363703734,0.752038862464956,"Medio"
"100","260030277","26","Sonora","003","Alamos","0277","El Veranito",75,11.1111111111111,47.6190476190476,2.66666666666667,0,0,21.3333333333333,6.66666666666667,32,22.307742260441,"Bajo",0.852044261834624,0.838785190471633,"Bajo"
"101","260030278","26","Sonora","003","Alamos","0278","La Vinata",66,13.2075471698113,79.2452830188679,3.03030303030303,1.51515151515152,15.1515151515152,0,10.6060606060606,31.8181818181818,21.2542088345527,"Bajo",0.811804550451061,0.794939392487598,"Medio"
"102","260030280","26","Sonora","003","Alamos","0280","Yocojigua",278,9.47867298578199,43.6018957345972,6.47482014388489,1.79856115107914,4.31654676258993,17.9856115107914,26.6187050359712,35.6115107913669,21.5885517289799,"Bajo",0.824574777996098,0.808854025517957,"Medio"
"103","260030281","26","Sonora","003","Alamos","0281","Yoricarichic",24,0,54.5454545454545,0,0,0,16.6666666666667,16.6666666666667,33.3333333333333,22.5459822643004,"Bajo",0.861143839275405,0.848700227644875,"Bajo"
"104","260030283","26","Sonora","003","Alamos","0283","El Zapote",192,11.4093959731544,57.0469798657718,2.08333333333333,1.04166666666667,5.72916666666667,4.6875,4.6875,17.7083333333333,22.7967382686957,"Bajo",0.870721465382576,0.859136153873537,"Bajo"
"105","260030300","26","Sonora","003","Alamos","0300","El Maquipito",66,12,70,50,0,0,18.1818181818182,10.6060606060606,51.5151515151515,19.3439194860623,"Medio",0.738841044829452,0.715437253488692,"Alto"
"106","260030301","26","Sonora","003","Alamos","0301","Gocopiro",18,21.4285714285714,100,100,83.3333333333333,100,100,100,94.4444444444444,4.72247127493589,"Muy alto",0.180374800125937,0.106923988749568,"Muy alto"
"107","260030304","26","Sonora","003","Alamos","0304","El Mirasol",13,0,90,100,100,0,100,100,53.8461538461538,9.54036301372334,"Muy alto",0.364394185066291,0.307434293118614,"Muy alto"
"108","260030325","26","Sonora","003","Alamos","0325","La Uvalama",146,7.4468085106383,50,18.4931506849315,6.84931506849315,6.84931506849315,6.84931506849315,0,46.5753424657534,21.6590448527109,"Bajo",0.827267263002987,0.81178779789425,"Medio"
"109","260030329","26","Sonora","003","Alamos","0329","El Tezal",147,6.36363636363636,34.5454545454545,1.36054421768707,0.680272108843537,68.7074829931973,6.12244897959184,5.4421768707483,31.2925170068027,21.6089711317563,"Bajo",0.82535469712743,0.809703837196532,"Medio"
"110","260030330","26","Sonora","003","Alamos","0330","Los Bustillos",58,4.44444444444444,28.8888888888889,0,0,0,0,1.72413793103448,22.4137931034483,24.3459220232347,"Muy bajo",0.929892542095394,0.923609853779541,"Muy bajo"
"111","260030334","26","Sonora","003","Alamos","0334","El Remudadero",10,40,90,30,30,100,40,100,0,12.6004133181124,"Muy alto",0.481272812779486,0.434787013184521,"Muy alto"
"112","260030337","26","Sonora","003","Alamos","0337","Aquinavo",41,28.5714285714286,76.1904761904762,80.5555555555556,94.4444444444444,100,100,100,44.4444444444444,6.91507017336539,"Muy alto",0.264121119592103,0.198175244759314,"Muy alto"
"113","260030338","26","Sonora","003","Alamos","0338","Cuchuhueri",12,10,70,91.6666666666667,0,0,100,100,91.6666666666667,11.8022279206109,"Muy alto",0.450786119868956,0.401568251603085,"Muy alto"
"114","260030352","26","Sonora","003","Alamos","0352","Los Estrados",153,31.5217391304348,73.9130434782609,95.4248366013072,18.3006535947712,66.0130718954248,68.6274509803922,95.4248366013072,83.6601307189542,9.37299364396456,"Muy alto",0.35800151164175,0.300468739492282,"Muy alto"
"115","260030366","26","Sonora","003","Alamos","0366","Las Cabras",22,10.5263157894737,42.1052631578947,0,0,0,0,0,0,24.3610773154599,"Muy bajo",0.930471398513321,0.924240584485342,"Muy bajo"
"116","260030372","26","Sonora","003","Alamos","0372","Rancho Viejo",25,0,63.1578947368421,0,0,0,36,12,44,21.5659168920348,"Bajo",0.823710240352106,0.807912012228479,"Medio"
"117","260030376","26","Sonora","003","Alamos","0376","Francisco R. Serrano",22,15,80,0,0,0,13.6363636363636,0,36.3636363636364,21.501863903357,"Bajo",0.821263736316911,0.805246264438395,"Medio"
