"","CVEGEO","CVE_ENT","CVE_MUN","CVE_LOC","CVE_AGEB","...1","ENT","NOM_ENT","MUN","NOM_MUN","LOC","NOM_LOC","AGEB","POB_TOTAL","P6A14NAE","SBASC","PSDSS","OVSDE","OVSEE","OVSAE","OVPT","OVSREF","OVSINT","OVSCEL","OVHAC","IM_2020","GM_2020","IMN_2020","IMNSon_2020","GMSon_2020"
"11","2601700012403","26","017","0001","2403",232,26,"Sonora","017","Caborca","0001","Heroica Caborca","2403",102,6.25,15.5844155844156,8.82352941176471,0,0,0,0,0,24.5098039215686,0,5.88235294117647,124.707438985742,"Muy bajo",0.974167753708784,0.944710827630914,"Muy bajo"
"12","2601702463098","26","017","0246","3098",270,26,"Sonora","017","Caborca","0246","Plutarco Elías Calles (La Y Griega)","3098",206,19.1489361702128,56.6929133858268,19.9029126213592,2.46305418719212,13.7931034482759,2.46305418719212,24.1379310344828,14.2857142857143,98.5221674876847,10.8374384236453,81.7733990147783,106.186336948698,"Muy alto",0.829487849170758,0.610914786003866,"Muy alto"
"13","2601700011284","26","017","0001","1284",204,26,"Sonora","017","Caborca","0001","Heroica Caborca","1284",1855,5.84192439862543,29.3865905848787,21.1859838274933,0.0540248514316586,0.162074554294976,0.0540248514316586,0.702323068611561,1.29659643435981,24.9054565099946,2.91734197730956,21.7720151269584,122.041486942215,"Bajo",0.953342335956158,0.896663781752272,"Bajo"
"14","2601700011299","26","017","0001","1299",205,26,"Sonora","017","Caborca","0001","Heroica Caborca","1299",1800,3.26797385620915,30.1552106430155,17.9544191217343,0,0,0,0,2.5,29.4444444444444,3.11111111111111,20.2222222222222,122.748356627226,"Bajo",0.958864136891309,0.909403320810526,"Bajo"
"15","2601700011320","26","017","0001","1320",206,26,"Sonora","017","Caborca","0001","Heroica Caborca","1320",1053,3.03030303030303,22.3225806451613,17.3789173789174,0.0950570342205323,0,0,0.190114068441065,2.47148288973384,25.9505703422053,3.13688212927757,16.1596958174905,123.472808538743,"Bajo",0.96452328358739,0.922459735052501,"Bajo"
"16","2601700011369","26","017","0001","1369",207,26,"Sonora","017","Caborca","0001","Heroica Caborca","1369",1721,3.7344398340249,20.8454810495627,16.8023255813954,0.116686114352392,0.058343057176196,0.058343057176196,0.408401400233372,0.525087514585764,17.0945157526254,3.79229871645274,13.8273045507585,123.676387975248,"Bajo",0.966113569812288,0.926128739733006,"Bajo"
"17","2601700011373","26","017","0001","1373",208,26,"Sonora","017","Caborca","0001","Heroica Caborca","1373",1263,7.20720720720721,19.4100856327307,9.99206978588422,0,0,0,0.249169435215947,0.664451827242525,18.3180682764363,3.82059800664452,15.9468438538206,123.631761062504,"Bajo",0.965764961103008,0.92532445245063,"Bajo"
"18","2601700011388","26","017","0001","1388",209,26,"Sonora","017","Caborca","0001","Heroica Caborca","1388",1183,7.8740157480315,17.4846625766871,19.6956889264582,0.676246830092984,1.26796280642434,2.02874049027895,3.63482671174979,2.1978021978022,19.8647506339814,3.63482671174979,10.7354184277261,121.884485609648,"Bajo",0.952115900414541,0.893834229642672,"Bajo"
"19","2601700011405","26","017","0001","1405",210,26,"Sonora","017","Caborca","0001","Heroica Caborca","1405",1502,2.9940119760479,24.9601275917065,16.4447403462051,0.339673913043478,0,0.0679347826086956,0,1.22282608695652,18.4103260869565,5.57065217391304,11.2092391304348,123.456460294836,"Bajo",0.964395577235836,0.922165099285536,"Bajo"
"20","260170001141A","26","017","0001","141A",211,26,"Sonora","017","Caborca","0001","Heroica Caborca","141A",1416,4.8,18.75,25.070821529745,0,0.0706214689265537,0.0706214689265537,0,0.847457627118644,15.0423728813559,3.88418079096045,7.06214689265537,123.282947154284,"Bajo",0.963040157641424,0.919037963579967,"Bajo"
"21","2601700011424","26","017","0001","1424",212,26,"Sonora","017","Caborca","0001","Heroica Caborca","1424",997,3.87596899224806,20.1722017220172,21.5587044534413,0,0.204290091930541,0.204290091930541,1.32788559754852,0.817160367722165,15.7303370786517,5.2093973442288,8.88661899897855,123.272640173112,"Bajo",0.962959643369165,0.918852206301083,"Bajo"
"22","2601700012282","26","017","0001","2282",224,26,"Sonora","017","Caborca","0001","Heroica Caborca","2282",1596,4.6594982078853,24.6248896734334,26.1278195488722,0.12531328320802,0.18796992481203,0.12531328320802,0.43859649122807,1.31578947368421,31.328320802005,3.88471177944862,29.3233082706767,121.812948366998,"Bajo",0.951557078298189,0.892544951694863,"Medio"
"23","2601700011439","26","017","0001","1439",213,26,"Sonora","017","Caborca","0001","Heroica Caborca","1439",1823,5.17241379310345,29.5297372060858,23.6523652365237,0.386100386100386,0.496414782129068,1.04798676227248,0.997782705099778,4.08163265306122,28.4611141753999,6.89464975179261,21.0700496414782,121.196029077575,"Bajo",0.946737936126037,0.881426541116438,"Medio"
"24","2601700011443","26","017","0001","1443",214,26,"Sonora","017","Caborca","0001","Heroica Caborca","1443",2001,3.62903225806452,27.4602144556719,23.65,0,0.150451354062187,0.100300902708124,1.75526579739218,1.20361083249749,25.3259779338014,5.57508789552988,18.555667001003,122.201473141688,"Bajo",0.954592088158857,0.899547128541909,"Bajo"
"25","2601700011458","26","017","0001","1458",215,26,"Sonora","017","Caborca","0001","Heroica Caborca","1458",2113,3.1413612565445,27.2078990674712,27.0231897775674,0.386847195357834,0,0,0.257898130238556,0.644745325596389,16.956802063185,2.06318504190845,14.3778207607995,122.670863658001,"Bajo",0.958258790872086,0.90800670594768,"Bajo"
"26","2601700011462","26","017","0001","1462",216,26,"Sonora","017","Caborca","0001","Heroica Caborca","1462",2757,1.90114068441065,23.2333502796136,20.1305767138194,0.290170475154153,0.507798331519768,0.0725426187885383,0.725426187885383,1.45085237577077,28.9445048966268,2.75661951396445,20.892274211099,123.032267033325,"Bajo",0.961081938530199,0.914520088135874,"Bajo"
"27","2601700011477","26","017","0001","1477",217,26,"Sonora","017","Caborca","0001","Heroica Caborca","1477",2491,4.18604651162791,30.3670745272525,21.0758731433159,0.0802890405459655,0.401445202729827,0.602167804094741,0.642312324367724,2.68968285828984,29.5463669209153,3.09112806101967,26.1340826977118,121.882395831441,"Bajo",0.952099575850763,0.893796566673591,"Bajo"
"28","2601700011481","26","017","0001","1481",218,26,"Sonora","017","Caborca","0001","Heroica Caborca","1481",1093,5.40540540540541,28.7396937573616,21.1344922232388,0,0.735294117647059,1.01102941176471,0.275735294117647,2.38970588235294,28.4926470588235,5.79044117647059,22.1507352941176,121.636445264702,"Bajo",0.950178302243733,0.889363929487682,"Medio"
"29","2601700011496","26","017","0001","1496",219,26,"Sonora","017","Caborca","0001","Heroica Caborca","1496",2635,5.91259640102828,19.8216055500496,21.1845102505695,0.113895216400911,0.0759301442672741,0.0379650721336371,0.189825360668185,1.10098709187547,21.7160212604404,2.42976461655277,12.7182991647684,123.084527382473,"Bajo",0.961490176782475,0.915461948811592,"Bajo"
"30","260170001223A","26","017","0001","223A",220,26,"Sonora","017","Caborca","0001","Heroica Caborca","223A",2547,4.73251028806584,28.6834733893557,20.5732234000785,0.354330708661417,0.393700787401575,0.748031496062992,1.69291338582677,2.00787401574803,40.0787401574803,3.46456692913386,30.4724409448819,121.485846961297,"Bajo",0.949001884765083,0.886649775791439,"Medio"
"31","2601700012244","26","017","0001","2244",221,26,"Sonora","017","Caborca","0001","Heroica Caborca","2244",1840,2.52100840336134,27.0783847980998,19.2391304347826,0.108695652173913,0.16304347826087,0.271739130434783,1.14130434782609,1.52173913043478,39.945652173913,5.34059945504087,30.1086956521739,122.230782747569,"Bajo",0.954821043810223,0.90007536009126,"Bajo"
"32","2601700012259","26","017","0001","2259",222,26,"Sonora","017","Caborca","0001","Heroica Caborca","2259",1504,3.76712328767123,25,21.0771276595745,0,0.133333333333333,0.4,0.0666666666666667,1.4,35.4666666666667,2.6,23.2666666666667,122.613034867326,"Bajo",0.95780705404251,0.906964488190832,"Bajo"
"33","2601700012278","26","017","0001","2278",223,26,"Sonora","017","Caborca","0001","Heroica Caborca","2278",419,10.6666666666667,33.6700336700337,30.7875894988067,0,0.477326968973747,0.238663484486874,0.477326968973747,4.05727923627685,53.6992840095465,3.10262529832936,31.5035799522673,119.265208853053,"Medio",0.931655092502308,0.846628387812718,"Medio"
"34","2601700012297","26","017","0001","2297",225,26,"Sonora","017","Caborca","0001","Heroica Caborca","2297",1385,8.07174887892377,23.2055063913471,17.375366568915,0,0.592153960029608,0.222057735011103,0.148038490007402,1.55440414507772,20.9474463360474,3.70096225018505,17.6905995558845,122.347204277588,"Bajo",0.955730485149922,0.902173563848401,"Bajo"
"35","2601700012314","26","017","0001","2314",226,26,"Sonora","017","Caborca","0001","Heroica Caborca","2314",1471,8.95522388059701,14.9305555555556,21.8898708361659,0,0,0.0679809653297077,0.407885791978246,0.271923861318831,13.8681169272604,1.15567641060503,12.9843643779742,123.06808194799,"Bajo",0.961361711214587,0.915165561430199,"Bajo"
"36","2601700012329","26","017","0001","2329",227,26,"Sonora","017","Caborca","0001","Heroica Caborca","2329",1617,7.2463768115942,22.4603174603175,20.8908406524467,0.252844500632111,0.379266750948167,0.56890012642225,1.26422250316056,1.51706700379267,23.1352718078382,3.79266750948167,15.1074589127686,122.192246206912,"Bajo",0.954520010804069,0.899380836368883,"Bajo"
"37","2601700012333","26","017","0001","2333",228,26,"Sonora","017","Caborca","0001","Heroica Caborca","2333",2433,2.10526315789474,12.232905982906,20.2469135802469,0,0.20550760378134,0.082203041512536,0,0.82203041512536,13.3990957665434,1.76736539251952,7.02836004932182,124.690619162314,"Muy bajo",0.974036363554833,0.944407692835268,"Muy bajo"
"38","2601700012348","26","017","0001","2348",229,26,"Sonora","017","Caborca","0001","Heroica Caborca","2348",4051,2.60115606936416,17.0249061753668,17.7240187607998,0,0.0744786494538232,0.124131082423039,0.22343594836147,0.670307845084409,22.0208540218471,1.9116186693148,17.3664596273292,124.06477287173,"Muy bajo",0.96914748699684,0.933128395628974,"Bajo"
"39","2601700012352","26","017","0001","2352",230,26,"Sonora","017","Caborca","0001","Heroica Caborca","2352",1607,1.42857142857143,19.0038314176245,18.7149095446039,0,0,0.0630517023959647,0.0630517023959647,0.441361916771753,18.8369152970923,3.59394703656999,9.26860025220681,124.293815713234,"Muy bajo",0.970936683793966,0.937256313811388,"Muy bajo"
"40","2601700012367","26","017","0001","2367",231,26,"Sonora","017","Caborca","0001","Heroica Caborca","2367",1784,4.81927710843374,27.7433038351402,20.7959641255605,0,0.168161434977578,0,0.0560538116591928,0.952914798206278,25.1121076233184,5.21300448430493,16.4798206278027,122.454752199145,"Bajo",0.956570609187516,0.904111843246092,"Bajo"
"41","2601700012460","26","017","0001","2460",235,26,"Sonora","017","Caborca","0001","Heroica Caborca","2460",236,4.76190476190476,21.4285714285714,16.1016949152542,0,0,0,0,0,34.3220338983051,1.27118644067797,28.3898305084746,123.151878584473,"Bajo",0.962016299118847,0.916675783959277,"Bajo"
"42","2601700012530","26","017","0001","2530",240,26,"Sonora","017","Caborca","0001","Heroica Caborca","2530",710,5.96026490066225,32.7586206896552,23.3802816901408,0,0,0,6.37393767705382,0.28328611898017,43.6260623229462,1.13314447592068,43.7677053824363,120.425961747041,"Medio",0.940722458880321,0.867548024265526,"Medio"
"43","2601700012600","26","017","0001","2600",242,26,"Sonora","017","Caborca","0001","Heroica Caborca","2600",80,0,12.3076923076923,12.6582278481013,0,0,0,0,0,7.5,0,16.25,125.674245648851,"Muy bajo",0.981720084852231,0.962135073581234,"Muy bajo"
"44","260170001294A","26","017","0001","294A",251,26,"Sonora","017","Caborca","0001","Heroica Caborca","294A",126,11.5384615384615,28.2352941176471,23.015873015873,0,0,0,0,0,76.1904761904762,7.14285714285714,14.2857142857143,120.426868597975,"Medio",0.940729542859787,0.867564367961032,"Medio"
"45","2601700013100","26","017","0001","3100",255,26,"Sonora","017","Caborca","0001","Heroica Caborca","3100",2013,3.52941176470588,15.6225831399845,16.2512462612164,0,0.05,0,0,1,28.1,1.75,18.35,124.024687940501,"Muy bajo",0.968834358544113,0.932405966080971,"Bajo"
"46","2601700012507","26","017","0001","2507",237,26,"Sonora","017","Caborca","0001","Heroica Caborca","2507",1173,5.37190082644628,36.5605095541401,26.8542199488491,1.73160173160173,2.5974025974026,3.72294372294372,5.62770562770563,5.54112554112554,32.5541125541125,6.75324675324675,41.5584415584416,117.9782232426,"Alto",0.921601643474826,0.823433725770418,"Alto"
"47","2601700012511","26","017","0001","2511",238,26,"Sonora","017","Caborca","0001","Heroica Caborca","2511",1158,6.63507109004739,30.778739184178,25.0431778929188,0.777873811581677,1.55574762316335,2.50648228176318,2.59291270527226,3.28435609334486,38.3751080380294,6.13656006914434,38.0293863439931,119.473526486482,"Medio",0.933282391744968,0.850382786514298,"Medio"
"48","2601700012916","26","017","0001","2916",248,26,"Sonora","017","Caborca","0001","Heroica Caborca","2916",561,3.40136054421769,11.6959064327485,6.77361853832442,0,0,0,0.53475935828877,4.63458110516934,30.4812834224599,1.60427807486631,19.0730837789661,124.73532939192,"Muy bajo",0.974385623104204,0.945213481693451,"Muy bajo"
"49","2601702462776","26","017","0246","2776",266,26,"Sonora","017","Caborca","0246","Plutarco Elías Calles (La Y Griega)","2776",138,14.2857142857143,55.5944055944056,23.3576642335766,0,3.6231884057971,8.69565217391304,27.536231884058,16.6666666666667,83.3333333333333,15.9420289855072,60.8695652173913,110.465683992376,"Muy alto",0.862916503714433,0.68803919798924,"Alto"
